lower_mfc_v,upper_mfc_v,deflection_mm,pitch_deg,cl,cd,is_synthetic
-500.0,250.0,-2.5011,8.0,0.0942252905923345,0.04288942829268293,True
-500.0,250.0,-2.5011,12.0,0.12587145365853658,0.052982859651567946,True
-500.0,250.0,-2.5011,16.0,0.16049561393728223,0.07233822494773519,True
-500.0,250.0,-2.5011,20.0,0.21573460069686412,0.10576749714285714,True
-500.0,275.0,-2.6197,-4.0,0.020095398017552106,0.017922502742516846,True
-500.0,275.0,-2.6197,0.0,0.0353358468757259,0.029628085296167252,True
-500.0,275.0,-2.6197,4.0,0.06691169960511034,0.033711399767711966,True
-500.0,275.0,-2.6197,8.0,0.09616972450638792,0.04229584975609756,True
-500.0,275.0,-2.6197,12.0,0.12790018861788616,0.05273392362369338,True
-500.0,275.0,-2.6197,16.0,0.16254638838559815,0.07198619921022067,True
-500.0,275.0,-2.6197,20.0,0.21610596608594657,0.10449791238095238,True
-500.0,300.0,-2.7383,-4.0,0.020740858211879015,0.018039783106096222,True
-500.0,300.0,-2.7383,0.0,0.03696059800232289,0.02874606494773519,True
-500.0,300.0,-2.7383,4.0,0.06875188673635307,0.03302183925667828,True
-500.0,300.0,-2.7383,8.0,0.09811415842044136,0.04170227121951219,True
-500.0,300.0,-2.7383,12.0,0.1299289235772358,0.052484987595818815,True
-500.0,300.0,-2.7383,16.0,0.16459716283391407,0.07163417347270616,True
-500.0,300.0,-2.7383,20.0,0.21647733147502904,0.10322832761904761,True
-500.0,325.0,-2.8569500000000003,-4.0,0.021386590522645355,0.01815711291333647,True
-500.0,325.0,-2.8569500000000003,0.0,0.03858603409988386,0.02786367275261324,True
-500.0,325.0,-2.8569500000000003,4.0,0.07059284966318236,0.03233198803716608,True
-500.0,325.0,-2.8569500000000003,8.0,0.10005941207897795,0.04110844243902439,True
-500.0,325.0,-2.8569500000000003,12.0,0.1319585138211382,0.052235946620209056,True
-500.0,325.0,-2.8569500000000003,16.0,0.16664880185830433,0.0712819993263647,True
-500.0,325.0,-2.8569500000000003,20.0,0.21684885342624854,0.10195820761904761,True
-500.0,350.0,-2.9756,-4.0,0.02203232283341169,0.01827444272057671,True
-500.0,350.0,-2.9756,0.0,0.04021147019744484,0.026981280557491293,True
-500.0,350.0,-2.9756,4.0,0.07243381259001161,0.03164213681765389,True
-500.0,350.0,-2.9756,8.0,0.10200466573751452,0.040514613658536584,True
-500.0,350.0,-2.9756,12.0,0.13398810406504066,0.0519869056445993,True
-500.0,350.0,-2.9756,16.0,0.16870044088269454,0.07092982518002323,True
-500.0,350.0,-2.9756,20.0,0.21722037537746808,0.10068808761904763,True
-500.0,375.0,-3.0946,-4.0,0.022679959959254033,0.018392118633443033,True
-500.0,375.0,-3.0946,0.0,0.04184170109175377,0.026096285435540073,True
-500.0,375.0,-3.0946,4.0,0.07428020608594657,0.030950250638792105,True
-500.0,375.0,-3.0946,8.0,0.10395565760743322,0.039919033170731706,True
-500.0,375.0,-3.0946,12.0,0.13602368130081302,0.051737130034843204,True
-500.0,375.0,-3.0946,16.0,0.1707581319396051,0.07057661217189315,True
-500.0,375.0,-3.0946,20.0,0.21759299326364692,0.09941422095238095,True
-500.0,400.0,-3.2136,-4.0,0.023327597085096376,0.018509794546309355,True
-500.0,400.0,-3.2136,0.0,0.04347193198606272,0.025211290313588854,True
-500.0,400.0,-3.2136,4.0,0.07612659958188153,0.03025836445993032,True
-500.0,400.0,-3.2136,8.0,0.10590664947735191,0.03932345268292683,True
-500.0,400.0,-3.2136,12.0,0.13805925853658538,0.05148735442508711,True
-500.0,400.0,-3.2136,16.0,0.1728158229965157,0.07022339916376308,True
-500.0,400.0,-3.2136,20.0,0.2179656111498258,0.09814035428571428,True
-500.0,425.0,-3.33265,-4.0,0.023975506327378156,0.018627519902836547,True
-500.0,425.0,-3.33265,0.0,0.045102847851335656,0.024325923344947736,True
-500.0,425.0,-3.33265,4.0,0.07797376887340302,0.029566187572590014,True
-500.0,425.0,-3.33265,8.0,0.10785846109175377,0.03872762195121951,True
-500.0,425.0,-3.33265,12.0,0.14009569105691058,0.05123747386759582,True
-500.0,425.0,-3.33265,16.0,0.1748743786295006,0.06987003774680604,True
-500.0,425.0,-3.33265,20.0,0.2183383855981417,0.09686595238095239,True
-500.0,450.0,-3.4517,-4.0,0.024623415569659926,0.018745245259363736,True
-500.0,450.0,-3.4517,0.0,0.046733763716608596,0.023440556376306623,True
-500.0,450.0,-3.4517,4.0,0.07982093816492451,0.02887401068524971,True
-500.0,450.0,-3.4517,8.0,0.10981027270615565,0.03813179121951219,True
-500.0,450.0,-3.4517,12.0,0.14213212357723579,0.05098759331010453,True
-500.0,450.0,-3.4517,16.0,0.1769329342624855,0.06951667632984902,True
-500.0,450.0,-3.4517,20.0,0.21871116004645763,0.09559155047619047,True
-500.0,475.0,-3.5711000000000004,-4.0,0.025273229627017713,0.018863316721517004,True
-500.0,475.0,-3.5711000000000004,0.0,0.0483694743786295,0.022552586480836235,True
-500.0,475.0,-3.5711000000000004,4.0,0.08167353802555169,0.02817979883855981,True
-500.0,475.0,-3.5711000000000004,8.0,0.11176782253193962,0.037534208780487806,True
-500.0,475.0,-3.5711000000000004,12.0,0.1441745430894309,0.05073697811846689,True
-500.0,475.0,-3.5711000000000004,16.0,0.1789975419279907,0.06916227605110337,True
-500.0,475.0,-3.5711000000000004,20.0,0.21908503042973287,0.0943134019047619,True
-500.0,500.0,-3.6905,-4.0,0.02592304368437549,0.018981388183670272,True
-500.0,500.0,-3.6905,0.0,0.05000518504065041,0.021664616585365854,True
-500.0,500.0,-3.6905,4.0,0.08352613788617885,0.02748558699186992,True
-500.0,500.0,-3.6905,8.0,0.11372537235772358,0.03693662634146341,True
-500.0,500.0,-3.6905,12.0,0.14621696260162603,0.050486362926829266,True
-500.0,500.0,-3.6905,16.0,0.18106214959349592,0.06880787577235772,True
-500.0,500.0,-3.6905,20.0,0.21945890081300815,0.09303525333333333,True
-500.0,525.0,-3.8099499999999997,-4.0,0.027008142032332563,0.01918200115473441,True
-500.0,525.0,-3.8099499999999997,0.0,0.05456650923787528,0.02207982294072363,True
-500.0,525.0,-3.8099499999999997,4.0,0.0845307817551963,0.027003001924557353,True
-500.0,525.0,-3.8099499999999997,8.0,0.1145965050038491,0.03705401809083911,True
-500.0,525.0,-3.8099499999999997,12.0,0.14684724403387223,0.05080504772902232,True
-500.0,525.0,-3.8099499999999997,16.0,0.18391536566589683,0.06994736605080831,True
-500.0,525.0,-3.8099499999999997,20.0,0.2219237605850654,0.09412056043110084,True
-500.0,550.0,-3.9294,-4.0,0.02874976443418014,0.019525080831408775,True
-500.0,550.0,-3.9294,0.0,0.05748940184757506,0.022717106235565825,True
-500.0,550.0,-3.9294,4.0,0.08618262586605081,0.02787644572748268,True
-500.0,550.0,-3.9294,8.0,0.11514103926096997,0.03782554734411085,True
-500.0,550.0,-3.9294,12.0,0.14893512702078524,0.05168887990762125,True
-500.0,550.0,-3.9294,16.0,0.1869610854503464,0.07154591224018475,True
-500.0,550.0,-3.9294,20.0,0.22492909930715937,0.09589745958429563,True
-500.0,575.0,-4.04895,-4.0,0.030241986538461534,0.01988705769230769,True
-500.0,575.0,-4.04895,0.0,0.058910042307692305,0.023019107692307694,True
-500.0,575.0,-4.04895,4.0,0.08757083461538462,0.028386717307692308,True
-500.0,575.0,-4.04895,8.0,0.11701765384615383,0.038197046153846156,True
-500.0,575.0,-4.04895,12.0,0.15035540384615384,0.05267300961538461,True
-500.0,575.0,-4.04895,16.0,0.18996874999999996,0.0732096923076923,True
-500.0,575.0,-4.04895,20.0,0.22789076923076917,0.09771923076923075,True
-500.0,600.0,-4.1685,-4.0,0.03246257813702847,0.020433679753656654,True
-500.0,600.0,-4.1685,0.0,0.061270846035411844,0.02319170592763664,True
-500.0,600.0,-4.1685,4.0,0.09000183833718242,0.028958846805234792,True
-500.0,600.0,-4.1685,8.0,0.12048340261739798,0.03898661508852963,True
-500.0,600.0,-4.1685,12.0,0.1531026943802925,0.05367873364126251,True
-500.0,600.0,-4.1685,16.0,0.1929347190146266,0.07493603541185527,True
-500.0,600.0,-4.1685,20.0,0.23081073903002308,0.09958317936874517,True
-500.0,625.0,-4.28805,-4.0,0.0362226220169361,0.02134990377213241,True
-500.0,625.0,-4.28805,0.0,0.06513703464203234,0.023673930715935335,True
-500.0,625.0,-4.28805,4.0,0.09400883949191685,0.02968758814472671,True
-500.0,625.0,-4.28805,8.0,0.12479561970746728,0.04006615858352579,True
-500.0,625.0,-4.28805,12.0,0.15777562740569667,0.05461453656658968,True
-500.0,625.0,-4.28805,16.0,0.19585975750577367,0.07671784834488067,True
-500.0,625.0,-4.28805,20.0,0.23368976135488836,0.10148983833718245,True
-500.0,650.0,-4.4076,-4.0,0.04044228000000002,0.022500000000000006,True
-500.0,650.0,-4.4076,0.0,0.06931140000000002,0.02443352,True
-500.0,650.0,-4.4076,4.0,0.09827532000000003,0.029988320000000006,True
-500.0,650.0,-4.4076,8.0,0.12921280000000002,0.040698120000000004,True
-500.0,650.0,-4.4076,12.0,0.162008,0.05551028,True
-500.0,650.0,-4.4076,16.0,0.19874200000000003,0.0785528,True
-500.0,650.0,-4.4076,20.0,0.23652600000000001,0.103438,True
-500.0,675.0,-4.527150000000001,-4.0,0.04402374903772134,0.02367372979214781,True
-500.0,675.0,-4.527150000000001,0.0,0.07293332948421864,0.02494795996920708,True
-500.0,675.0,-4.527150000000001,4.0,0.10230042340261741,0.030696938029253277,True
-500.0,675.0,-4.527150000000001,8.0,0.13339108929946114,0.04158640685142418,True
-500.0,675.0,-4.527150000000001,12.0,0.1658851193225558,0.05665963240954581,True
-500.0,675.0,-4.527150000000001,16.0,0.20158138953040802,0.08044597767513473,True
-500.0,675.0,-4.527150000000001,20.0,0.23931939953810624,0.10542755966127791,True
-500.0,700.0,-4.6467,-4.0,0.047344418783679766,0.02493217859892225,True
-500.0,700.0,-4.6467,0.0,0.07601641262509624,0.02519927636643572,True
-500.0,700.0,-4.6467,4.0,0.1058696766743649,0.03174495765973826,True
-500.0,700.0,-4.6467,8.0,0.1375625481139338,0.04251695150115474,True
-500.0,700.0,-4.6467,12.0,0.1699185296381832,0.057840184757505776,True
-500.0,700.0,-4.6467,16.0,0.20438036951501154,0.08239746728252503,True
-500.0,700.0,-4.6467,20.0,0.24207236335642804,0.10746027713625866,True
-500.0,725.0,-4.766249999999999,-4.0,0.05046526923076922,0.02628263461538461,True
-500.0,725.0,-4.766249999999999,0.0,0.07909928846153845,0.02580279615384615,True
-500.0,725.0,-4.766249999999999,4.0,0.10943189230769229,0.03293495,True
-500.0,725.0,-4.766249999999999,8.0,0.14165771153846154,0.043662538461538454,True
-500.0,725.0,-4.766249999999999,12.0,0.17386761538461537,0.05923665384615384,True
-500.0,725.0,-4.766249999999999,16.0,0.2071371346153846,0.08440166923076924,True
-500.0,725.0,-4.766249999999999,20.0,0.24478311538461536,0.1095348846153846,True
-500.0,750.0,-4.8858,-4.0,0.0535,0.0278,True
-500.0,750.0,-4.8858,0.0,0.08218,0.02675,True
-500.0,750.0,-4.8858,4.0,0.113,0.03425,True
-500.0,750.0,-4.8858,8.0,0.14575,0.04495,True
-500.0,750.0,-4.8858,12.0,0.17773,0.0608,True
-500.0,750.0,-4.8858,16.0,0.20985,0.08648,True
-500.0,750.0,-4.8858,20.0,0.24745,0.11165,True
-500.0,775.0,-5.0053,-4.0,0.05479857556576063,0.027549045550453018,True
-500.0,775.0,-5.0053,0.0,0.0836147317032808,0.026893077655041165,True
-500.0,775.0,-5.0053,4.0,0.1143744156220264,0.03453976438707543,True
-500.0,775.0,-5.0053,8.0,0.1471199660750486,0.04542812854246824,True
-500.0,775.0,-5.0053,12.0,0.17920131686732035,0.06142738612386745,True
-500.0,775.0,-5.0053,16.0,0.21151709693434284,0.08702595941417401,True
-500.0,775.0,-5.0053,20.0,0.2492120206032022,0.11246228952049978,True
-500.0,800.0,-5.1248,-4.0,0.05609715113152124,0.027298091100906044,True
-500.0,800.0,-5.1248,0.0,0.08504946340656158,0.02703615531008233,True
-500.0,800.0,-5.1248,4.0,0.11574883124405279,0.034829528774150846,True
-500.0,800.0,-5.1248,8.0,0.14848993215009723,0.04590625708493649,True
-500.0,800.0,-5.1248,12.0,0.18067263373464068,0.06205477224773488,True
-500.0,800.0,-5.1248,16.0,0.21318419386868562,0.08757191882834803,True
-500.0,800.0,-5.1248,20.0,0.2509740412064044,0.11327457904099955,True
-500.0,825.0,-5.2444,-4.0,0.057396813371395475,0.027046926647635597,True
-500.0,825.0,-5.2444,0.0,0.08648539572214638,0.02717935269537876,True
-500.0,825.0,-5.2444,4.0,0.11712439700467503,0.03511953564188491,True
-500.0,825.0,-5.2444,8.0,0.1498610446402714,0.04638478573497166,True
-500.0,825.0,-5.2444,12.0,0.18214518182946507,0.06268268338091101,True
-500.0,825.0,-5.2444,16.0,0.21485268586322454,0.0881183351123247,True
-500.0,825.0,-5.2444,20.0,0.25273753630383516,0.11408754830168384,True
-500.0,850.0,-5.364,-4.0,0.0586964756112697,0.02679576219436515,True
-500.0,850.0,-5.364,0.0,0.08792132803773117,0.02732255008067519,True
-500.0,850.0,-5.364,4.0,0.11849996276529726,0.03540954250961897,True
-500.0,850.0,-5.364,8.0,0.15123215713044558,0.04686331438500682,True
-500.0,850.0,-5.364,12.0,0.18361772992428946,0.06331059451408713,True
-500.0,850.0,-5.364,16.0,0.21652117785776342,0.08866475139630135,True
-500.0,850.0,-5.364,20.0,0.254501031401266,0.11490051756236813,True
-500.0,875.0,-5.483499999999999,-4.0,0.059995051177030315,0.02654480774481817,True
-500.0,875.0,-5.483499999999999,0.0,0.08935605974101195,0.027465627735716355,True
-500.0,875.0,-5.483499999999999,4.0,0.11987437838732365,0.035699306896694386,True
-500.0,875.0,-5.483499999999999,8.0,0.15260212320549418,0.047341442927475066,True
-500.0,875.0,-5.483499999999999,12.0,0.18508904679160976,0.06393798063795457,True
-500.0,875.0,-5.483499999999999,16.0,0.21818827479210626,0.08921071081047535,True
-500.0,875.0,-5.483499999999999,20.0,0.2562630520044682,0.1157128070828679,True
-500.0,900.0,-5.603,-4.0,0.061293626742790944,0.026293853295271195,True
-500.0,900.0,-5.603,0.0,0.09079079144429275,0.027608705390757517,True
-500.0,900.0,-5.603,4.0,0.12124879400935004,0.03598907128376981,True
-500.0,900.0,-5.603,8.0,0.1539720892805428,0.04781957146994332,True
-500.0,900.0,-5.603,12.0,0.1865603636589301,0.06456536676182202,True
-500.0,900.0,-5.603,16.0,0.21985537172644903,0.08975667022464937,True
-500.0,900.0,-5.603,20.0,0.2580250726076704,0.11652509660336767,True
-500.0,925.0,-5.72255,-4.0,0.06259274564560838,0.02604279384386248,True
-500.0,925.0,-5.72255,0.0,0.09222612345372555,0.02775184291092632,True
-500.0,925.0,-5.72255,4.0,0.12262378470067437,0.036278956911174554,True
-500.0,925.0,-5.72255,8.0,0.15534262856315417,0.048297900066195026,True
-500.0,925.0,-5.72255,12.0,0.1880322961400025,0.0651930153903438,True
-500.0,925.0,-5.72255,16.0,0.2215231661908899,0.0903028580737247,True
-500.0,925.0,-5.72255,20.0,0.2597878304579868,0.11733772599395971,True
-500.0,950.0,-5.8421,-4.0,0.0638918645484258,0.025791734392453768,True
-500.0,950.0,-5.8421,0.0,0.09366145546315834,0.027894980431095114,True
-500.0,950.0,-5.8421,4.0,0.12399877539199869,0.036568842538579296,True
-500.0,950.0,-5.8421,8.0,0.1567131678457656,0.048776228662446734,True
-500.0,950.0,-5.8421,12.0,0.18950422862107485,0.06582066401886559,True
-500.0,950.0,-5.8421,16.0,0.22319096065533078,0.09084904592280005,True
-500.0,950.0,-5.8421,20.0,0.26155058830830336,0.11815035538455174,True
-500.0,975.0,-5.961650000000001,-4.0,0.06519098345124323,0.025540674941045054,True
-500.0,975.0,-5.961650000000001,0.0,0.09509678747259112,0.02803811795126391,True
-500.0,975.0,-5.961650000000001,4.0,0.125373766083323,0.03685872816598404,True
-500.0,975.0,-5.961650000000001,8.0,0.158083707128377,0.04925455725869844,True
-500.0,975.0,-5.961650000000001,12.0,0.1909761611021472,0.06644831264738738,True
-500.0,975.0,-5.961650000000001,16.0,0.22485875511977166,0.09139523377187539,True
-500.0,975.0,-5.961650000000001,20.0,0.26331334615861984,0.11896298477514378,True
-500.0,1000.0,-6.0812,-4.0,0.06649010235406065,0.02528961548963634,True
-500.0,1000.0,-6.0812,0.0,0.09653211948202392,0.028181255471432708,True
-500.0,1000.0,-6.0812,4.0,0.1267487567746473,0.03714861379338877,True
-500.0,1000.0,-6.0812,8.0,0.15945424641098838,0.04973288585495014,True
-500.0,1000.0,-6.0812,12.0,0.19244809358321957,0.06707596127590915,True
-500.0,1000.0,-6.0812,16.0,0.22652654958421248,0.09194142162095073,True
-500.0,1000.0,-6.0812,20.0,0.26507610400893633,0.11977561416573579,True
-500.0,1025.0,-6.2008,-4.0,0.06778976459393489,0.025038451036365893,True
-500.0,1025.0,-6.2008,0.0,0.0979680517976087,0.02832445285672914,True
-500.0,1025.0,-6.2008,4.0,0.12812432253526956,0.037438620661122836,True
-500.0,1025.0,-6.2008,8.0,0.16082535890116256,0.05021141450498531,True
-500.0,1025.0,-6.2008,12.0,0.19392064167804396,0.06770387240908526,True
-500.0,1025.0,-6.2008,16.0,0.22819504157875142,0.0924878379049274,True
-500.0,1025.0,-6.2008,20.0,0.2668395991063671,0.12058858342642009,True
-500.0,1050.0,-6.3204,-4.0,0.06908942683380911,0.024787286583095442,True
-500.0,1050.0,-6.3204,0.0,0.0994039841131935,0.02846765024202557,True
-500.0,1050.0,-6.3204,4.0,0.12949988829589176,0.037728627528856896,True
-500.0,1050.0,-6.3204,8.0,0.16219647139133672,0.05068994315502048,True
-500.0,1050.0,-6.3204,12.0,0.19539318977286832,0.06833178354226138,True
-500.0,1050.0,-6.3204,16.0,0.2298635335732903,0.09303425418890406,True
-500.0,1050.0,-6.3204,20.0,0.26860309420379797,0.12140155268710437,True
-500.0,1075.0,-6.4399,-4.0,0.07038800239956973,0.024536332133548465,True
-500.0,1075.0,-6.4399,0.0,0.10083871581647427,0.028610727897066732,True
-500.0,1075.0,-6.4399,4.0,0.13087430391791816,0.038018391915932315,True
-500.0,1075.0,-6.4399,8.0,0.16356643746638533,0.05116807169748872,True
-500.0,1075.0,-6.4399,12.0,0.19686450664018865,0.06895916966612883,True
-500.0,1075.0,-6.4399,16.0,0.23153063050763312,0.09358021360307807,True
-500.0,1075.0,-6.4399,20.0,0.2703651148070001,0.12221384220760415,True
-500.0,1100.0,-6.5594,-4.0,0.07168657796533036,0.02428537768400149,True
-500.0,1100.0,-6.5594,0.0,0.10227344751975508,0.028753805552107898,True
-500.0,1100.0,-6.5594,4.0,0.13224871953994458,0.03830815630300774,True
-500.0,1100.0,-6.5594,8.0,0.16493640354143396,0.051646200239956974,True
-500.0,1100.0,-6.5594,12.0,0.198335823507509,0.06958655578999628,True
-500.0,1100.0,-6.5594,16.0,0.23319772744197595,0.09412617301725208,True
-500.0,1100.0,-6.5594,20.0,0.2721271354102023,0.12302613172810392,True
-500.0,1125.0,-6.67895,-4.0,0.07298569686814779,0.024034318232592777,True
-500.0,1125.0,-6.67895,0.0,0.10370877952918786,0.028896943072276693,True
-500.0,1125.0,-6.67895,4.0,0.1336237102312689,0.03859804193041248,True
-500.0,1125.0,-6.67895,8.0,0.16630694282404535,0.05212452883620868,True
-500.0,1125.0,-6.67895,12.0,0.19980775598858136,0.07021420441851806,True
-500.0,1125.0,-6.67895,16.0,0.2348655219064168,0.09467236086632742,True
-500.0,1125.0,-6.67895,20.0,0.2738898932605188,0.12383876111869596,True
-500.0,1150.0,-6.7985,-4.0,0.0742848157709652,0.023783258781184063,True
-500.0,1150.0,-6.7985,0.0,0.10514411153862066,0.02904008059244549,True
-500.0,1150.0,-6.7985,4.0,0.1349987009225932,0.03888792755781722,True
-500.0,1150.0,-6.7985,8.0,0.16767748210665673,0.05260285743246038,True
-500.0,1150.0,-6.7985,12.0,0.20127968846965372,0.07084185304703984,True
-500.0,1150.0,-6.7985,16.0,0.23653331637085764,0.09521854871540275,True
-500.0,1150.0,-6.7985,20.0,0.2756526511108353,0.12465139050928799,True
-500.0,1175.0,-6.91805,-4.0,0.07558393467378263,0.02353219932977535,True
-500.0,1175.0,-6.91805,0.0,0.10657944354805346,0.02918321811261429,True
-500.0,1175.0,-6.91805,4.0,0.13637369161391752,0.03917781318522196,True
-500.0,1175.0,-6.91805,8.0,0.16904802138926814,0.0530811860287121,True
-500.0,1175.0,-6.91805,12.0,0.20275162095072607,0.07146950167556163,True
-500.0,1175.0,-6.91805,16.0,0.23820111083529852,0.09576473656447809,True
-500.0,1175.0,-6.91805,20.0,0.2774154089611518,0.12546401989988,True
-500.0,1200.0,-7.0376,-4.0,0.07688305357660005,0.02328113987836664,True
-500.0,1200.0,-7.0376,0.0,0.10801477555748625,0.029326355632783088,True
-500.0,1200.0,-7.0376,4.0,0.13774868230524184,0.0394676988126267,True
-500.0,1200.0,-7.0376,8.0,0.17041856067187955,0.0535595146249638,True
-500.0,1200.0,-7.0376,12.0,0.20422355343179846,0.07209715030408341,True
-500.0,1200.0,-7.0376,16.0,0.23986890529973937,0.09631092441355343,True
-500.0,1200.0,-7.0376,20.0,0.2791781668114683,0.12627664929047205,True
-500.0,1225.0,-7.15725,-4.0,0.0781832591535311,0.023029870423234455,True
-500.0,1225.0,-7.15725,0.0,0.10945130817922304,0.02946961288320715,True
-500.0,1225.0,-7.15725,4.0,0.13912482313516197,0.03975782692069008,True
-500.0,1225.0,-7.15725,8.0,0.17179024636961648,0.05403824332878243,True
-500.0,1225.0,-7.15725,12.0,0.20569671714037485,0.07272532394191386,True
-500.0,1225.0,-7.15725,16.0,0.24153809482437633,0.09685756913243143,True
-500.0,1225.0,-7.15725,20.0,0.28094239915601343,0.1270899584212486,True
-500.0,1250.0,-7.2769,-4.0,0.07948346473046213,0.02277860096810227,True
-500.0,1250.0,-7.2769,0.0,0.11088784080095981,0.029612870133631213,True
-500.0,1250.0,-7.2769,4.0,0.14050096396508213,0.04004795502875347,True
-500.0,1250.0,-7.2769,8.0,0.17316193206735345,0.05451697203260106,True
-500.0,1250.0,-7.2769,12.0,0.20716988084895124,0.07335349757974433,True
-500.0,1250.0,-7.2769,16.0,0.2432072843490133,0.09740421385130943,True
-500.0,1250.0,-7.2769,20.0,0.2827066315005585,0.12790326755202516,True
-500.0,1275.0,-7.39635,-4.0,0.0821788660508083,0.022836226327944572,True
-500.0,1275.0,-7.39635,0.0,0.11415673210161661,0.02973536374133949,True
-500.0,1275.0,-7.39635,4.0,0.14541854503464202,0.04053616512702078,True
-500.0,1275.0,-7.39635,8.0,0.17830155889145494,0.05537493071593534,True
-500.0,1275.0,-7.39635,12.0,0.2121301270207852,0.07453384872979214,True
-500.0,1275.0,-7.39635,16.0,0.24735404157043878,0.09876612240184758,True
-500.0,1275.0,-7.39635,20.0,0.28539207852193993,0.12940369515011546,True
-500.0,1300.0,-7.5158,-4.0,0.08526049268668205,0.022988622016936106,True
-500.0,1300.0,-7.5158,0.0,0.11739298691300999,0.030148621247113164,True
