lower_mfc_v,upper_mfc_v,deflection_mm,is_synthetic
-300.0,500.0,-3.1705,False
-300.0,550.0,-3.4096,False
-300.0,600.0,-3.6487,False
-300.0,650.0,-3.8879,False
-300.0,700.0,-4.1269,False
-300.0,750.0,-4.366,False
-300.0,800.0,-4.6051,False
-300.0,850.0,-4.8443,False
-300.0,900.0,-5.0833,False
-300.0,950.0,-5.3224,False
-300.0,1000.0,-5.5615,False
-300.0,1050.0,-5.8006,False
-300.0,1100.0,-6.0397,False
-300.0,1150.0,-6.2788,False
-300.0,1200.0,-6.5179,False
-300.0,1250.0,-6.7572,False
-300.0,1300.0,-6.9961,False
-300.0,1350.0,-7.2349,False
-300.0,1400.0,-7.4744,False
-300.0,1450.0,-7.7133,False
-300.0,1500.0,-7.9525,False
-250.0,50.0,-0.89766,False
-250.0,100.0,-1.132,False
-250.0,150.0,-1.3692,False
-250.0,200.0,-1.6068,False
-250.0,250.0,-1.8452,False
-250.0,300.0,-2.0842,False
-250.0,350.0,-2.3233,False
-250.0,400.0,-2.5624,False
-250.0,450.0,-2.8015,False
-250.0,500.0,-3.0406,False
-250.0,550.0,-3.2797,False
-250.0,600.0,-3.5188,False
-250.0,650.0,-3.7579,False
-250.0,700.0,-3.9997,False
-250.0,750.0,-4.2361,False
-250.0,800.0,-4.4752,False
-250.0,850.0,-4.7143,False
-250.0,900.0,-4.9534,False
-250.0,950.0,-5.1925,False
-250.0,1000.0,-5.4316,False
-250.0,1050.0,-5.6707,False
-250.0,1100.0,-5.9098,False
-250.0,1150.0,-6.1489,False
-250.0,1200.0,-6.388,False
-250.0,1250.0,-6.6272,False
-250.0,1300.0,-6.8662,False
-250.0,1350.0,-7.105,False
-250.0,1400.0,-7.3445,False
-250.0,1450.0,-7.5834,False
-250.0,1500.0,-7.8226,False
-200.0,50.0,-0.76468,False
-200.0,100.0,-1.0004,False
-200.0,150.0,-1.2379,False
-200.0,200.0,-1.4762,False
-200.0,250.0,-1.7152,False
-200.0,300.0,-1.9543,False
-200.0,350.0,-2.1934,False
-200.0,400.0,-2.4325,False
-200.0,450.0,-2.6716,False
-200.0,500.0,-2.9107,False
-200.0,550.0,-3.1498,False
-200.0,600.0,-3.3889,False
-200.0,650.0,-3.628,False
-200.0,700.0,-3.8671,False
-200.0,750.0,-4.1062,False
-200.0,800.0,-4.3453,False
-200.0,850.0,-4.5844,False
-200.0,900.0,-4.8235,False
-200.0,950.0,-5.0626,False
-200.0,1000.0,-5.3017,False
-200.0,1050.0,-5.5408,False
-200.0,1100.0,-5.7799,False
-200.0,1150.0,-6.0019,False
-200.0,1200.0,-6.2581,False
-200.0,1250.0,-6.4973,False
-200.0,1300.0,-6.7362,False
-200.0,1350.0,-6.9751,False
-200.0,1400.0,-7.2146,False
-200.0,1450.0,-7.4535,False
-200.0,1500.0,-7.6926,False
-150.0,50.0,-0.63198,False
-150.0,100.0,-0.86892,False
-150.0,150.0,-1.1072,False
-150.0,200.0,-1.3462,False
-150.0,250.0,-1.5853,False
-150.0,300.0,-1.8244,False
-150.0,350.0,-2.0635,False
-150.0,400.0,-2.3026,False
-150.0,450.0,-2.5417,False
-150.0,500.0,-2.7808,False
-150.0,550.0,-3.0199,False
-150.0,600.0,-3.259,False
-150.0,650.0,-3.4981,False
-150.0,700.0,-3.7372,False
-150.0,750.0,-3.9762,False
-150.0,800.0,-4.2153,False
-150.0,850.0,-4.4545,False
-150.0,900.0,-4.6935,False
-150.0,950.0,-4.9326,False
-150.0,1000.0,-5.1717,False
-150.0,1050.0,-5.4109,False
-150.0,1100.0,-5.6499,False
-150.0,1150.0,-5.889,False
-150.0,1200.0,-6.1281,False
-150.0,1250.0,-6.3674,False
-150.0,1300.0,-6.6063,False
-150.0,1350.0,-6.8451,False
-150.0,1400.0,-7.0846,False
-150.0,1450.0,-7.3235,False
-150.0,1500.0,-7.5627,False
-100.0,50.0,-0.50022,False
-100.0,100.0,-0.7381,False
-100.0,150.0,-0.97718,False
-100.0,200.0,-1.2162,False
-100.0,250.0,-1.4553,False
-100.0,300.0,-1.6944,False
-100.0,350.0,-1.9335,False
-100.0,400.0,-2.1726,False
-100.0,450.0,-2.4117,False
-100.0,500.0,-2.6508,False
-100.0,550.0,-2.8899,False
-100.0,600.0,-3.129,False
-100.0,650.0,-3.3682,False
-100.0,700.0,-3.6072,False
-100.0,750.0,-3.8463,False
-100.0,800.0,-4.0854,False
-100.0,850.0,-4.3245,False
-100.0,900.0,-4.5636,False
-100.0,950.0,-4.8027,False
-100.0,1000.0,-5.0418,False
-100.0,1050.0,-5.2809,False
-100.0,1100.0,-5.52,False
-100.0,1150.0,-5.7591,False
-100.0,1200.0,-5.9982,False
-100.0,1250.0,-6.2374,False
-100.0,1300.0,-6.4764,False
-100.0,1350.0,-6.7152,False
-100.0,1400.0,-6.9547,False
-100.0,1450.0,-7.1936,False
-100.0,1500.0,-7.4328,False
-50.0,50.0,-0.36905,False
-50.0,100.0,-0.60812,False
-50.0,150.0,-0.84725,False
-50.0,200.0,-1.0863,False
-50.0,250.0,-1.3254,False
-50.0,300.0,-1.5645,False
-50.0,350.0,-1.8036,False
-50.0,400.0,-2.0427,False
-50.0,450.0,-2.2818,False
-50.0,500.0,-2.5209,False
-50.0,550.0,-2.76,False
-50.0,600.0,-2.9991,False
-50.0,650.0,-3.2382,False
-50.0,700.0,-3.4773,False
-50.0,750.0,-3.7164,False
-50.0,800.0,-3.9555,False
-50.0,850.0,-4.1946,False
-50.0,900.0,-4.4337,False
-50.0,950.0,-4.6728,False
-50.0,1000.0,-4.9119,False
-50.0,1050.0,-5.151,False
-50.0,1100.0,-5.3901,False
-50.0,1150.0,-5.6292,False
-50.0,1200.0,-5.8683,False
-50.0,1250.0,-6.1075,False
-50.0,1300.0,-6.3465,False
-50.0,1350.0,-6.5853,False
-50.0,1400.0,-6.8248,False
-50.0,1450.0,-7.0637,False
-50.0,1500.0,-7.3029,False
-500.0,75.0,-1.6796,True
-500.0,125.0,-1.912,True
-500.0,175.0,-2.1463,True
-500.0,225.0,-2.3825000000000003,True
-500.0,275.0,-2.6197,True
-500.0,325.0,-2.8569500000000003,True
-500.0,375.0,-3.0946,True
-500.0,425.0,-3.33265,True
-500.0,475.0,-3.5711000000000004,True
-500.0,525.0,-3.8099499999999997,True
-500.0,575.0,-4.04895,True
-500.0,625.0,-4.28805,True
-500.0,675.0,-4.527150000000001,True
-500.0,725.0,-4.766249999999999,True
-500.0,775.0,-5.0053,True
-500.0,825.0,-5.2444,True
-500.0,875.0,-5.483499999999999,True
-500.0,925.0,-5.72255,True
-500.0,975.0,-5.961650000000001,True
-500.0,1025.0,-6.2008,True
-500.0,1075.0,-6.4399,True
-500.0,1125.0,-6.67895,True
-500.0,1175.0,-6.91805,True
-500.0,1225.0,-7.15725,True
-500.0,1275.0,-7.39635,True
-500.0,1325.0,-7.635199999999999,True
-500.0,1375.0,-7.87435,True
-500.0,1425.0,-8.11355,True
-500.0,1475.0,-8.3526,True
-475.0,50.0,-1.49715,True
-475.0,75.0,-1.612925,True
-475.0,100.0,-1.7287,True
-475.0,125.0,-1.8455249999999999,True
-475.0,150.0,-1.96235,True
-475.0,175.0,-2.08025,True
-475.0,200.0,-2.19815,True
-475.0,225.0,-2.3167500000000003,True
-475.0,250.0,-2.43535,True
-475.0,275.0,-2.55395,True
-475.0,300.0,-2.67255,True
-475.0,325.0,-2.79135,True
-475.0,350.0,-2.91015,True
-475.0,375.0,-3.0291499999999996,True
-475.0,400.0,-3.1481500000000002,True
-475.0,425.0,-3.2673500000000004,True
-475.0,450.0,-3.38655,True
-475.0,475.0,-3.5059750000000003,True
-475.0,500.0,-3.6254,True
-475.0,525.0,-3.7449,True
-475.0,550.0,-3.8644,True
-475.0,575.0,-3.98395,True
-475.0,600.0,-4.1035,True
-475.0,625.0,-4.223075,True
-475.0,650.0,-4.342650000000001,True
-475.0,675.0,-4.462175,True
-475.0,700.0,-4.5817,True
-475.0,725.0,-4.70125,True
-475.0,750.0,-4.8208,True
-475.0,775.0,-4.9403250000000005,True
-475.0,800.0,-5.05985,True
-475.0,825.0,-5.179425,True
-475.0,850.0,-5.2989999999999995,True
-475.0,875.0,-5.418525,True
-475.0,900.0,-5.53805,True
-475.0,925.0,-5.6575999999999995,True
-475.0,950.0,-5.777150000000001,True
-475.0,975.0,-5.8967,True
-475.0,1000.0,-6.016249999999999,True
-475.0,1025.0,-6.135825,True
-475.0,1050.0,-6.2554,True
-475.0,1075.0,-6.374925,True
-475.0,1100.0,-6.4944500000000005,True
-475.0,1125.0,-6.614000000000001,True
-475.0,1150.0,-6.733549999999999,True
-475.0,1175.0,-6.8530999999999995,True
-475.0,1200.0,-6.97265,True
-475.0,1225.0,-7.092275,True
-475.0,1250.0,-7.2119,True
-475.0,1275.0,-7.3313749999999995,True
-475.0,1300.0,-7.45085,True
-475.0,1325.0,-7.57025,True
-475.0,1350.0,-7.68965,True
-475.0,1375.0,-7.8094,True
-475.0,1400.0,-7.92915,True
-475.0,1425.0,-8.0486,True
-475.0,1450.0,-8.168050000000001,True
-475.0,1475.0,-8.287650000000001,True
-475.0,1500.0,-8.407250000000001,True
-450.0,75.0,-1.54625,True
-450.0,125.0,-1.7790499999999998,True
-450.0,175.0,-2.0141999999999998,True
-450.0,225.0,-2.2510000000000003,True
-450.0,275.0,-2.4882,True
-450.0,325.0,-2.7257499999999997,True
-450.0,375.0,-2.9637000000000002,True
-450.0,425.0,-3.20205,True
-450.0,475.0,-3.44085,True
-450.0,525.0,-3.67985,True
-450.0,575.0,-3.9189499999999997,True
-450.0,625.0,-4.1581,True
-450.0,675.0,-4.3972,True
-450.0,725.0,-4.63625,True
-450.0,775.0,-4.87535,True
-450.0,825.0,-5.11445,True
-450.0,875.0,-5.35355,True
-450.0,925.0,-5.59265,True
-450.0,975.0,-5.8317499999999995,True
-450.0,1025.0,-6.07085,True
-450.0,1075.0,-6.309950000000001,True
-450.0,1125.0,-6.549049999999999,True
-450.0,1175.0,-6.78815,True
-450.0,1225.0,-7.0273,True
-450.0,1275.0,-7.2664,True
-450.0,1325.0,-7.5053,True
-450.0,1375.0,-7.7444500000000005,True
-450.0,1425.0,-7.98365,True
-450.0,1475.0,-8.2227,True
-425.0,50.0,-1.3638,True
-425.0,75.0,-1.4797749999999998,True
-425.0,100.0,-1.59575,True
-425.0,125.0,-1.7127999999999999,True
-425.0,150.0,-1.82985,True
-425.0,175.0,-1.9482499999999998,True
-425.0,200.0,-2.06665,True
-425.0,225.0,-2.18525,True
-425.0,250.0,-2.30385,True
-425.0,275.0,-2.42255,True
-425.0,300.0,-2.54125,True
-425.0,325.0,-2.6602249999999996,True
-425.0,350.0,-2.7792,True
-425.0,375.0,-2.8983749999999997,True
-425.0,400.0,-3.01755,True
-425.0,425.0,-3.13695,True
-425.0,450.0,-3.2563500000000003,True
-425.0,475.0,-3.3758500000000002,True
-425.0,500.0,-3.49535,True
-425.0,525.0,-3.6149000000000004,True
-425.0,550.0,-3.73445,True
-425.0,575.0,-3.854,True
-425.0,600.0,-3.97355,True
-425.0,625.0,-4.093125000000001,True
-425.0,650.0,-4.2127,True
-425.0,675.0,-4.332225,True
-425.0,700.0,-4.4517500000000005,True
-425.0,725.0,-4.571300000000001,True
-425.0,750.0,-4.690849999999999,True
-425.0,775.0,-4.8104,True
-425.0,800.0,-4.92995,True
-425.0,825.0,-5.0495,True
-425.0,850.0,-5.16905,True
-425.0,875.0,-5.2886,True
-425.0,900.0,-5.40815,True
-425.0,925.0,-5.5277,True
-425.0,950.0,-5.64725,True
-425.0,975.0,-5.7668,True
-425.0,1000.0,-5.88635,True
-425.0,1025.0,-6.0059000000000005,True
-425.0,1050.0,-6.125450000000001,True
-425.0,1075.0,-6.245000000000001,True
-425.0,1100.0,-6.3645499999999995,True
-425.0,1125.0,-6.4841,True
-425.0,1150.0,-6.60365,True
-425.0,1175.0,-6.7232,True
-425.0,1200.0,-6.8427500000000006,True
-425.0,1225.0,-6.96235,True
-425.0,1250.0,-7.08195,True
-425.0,1275.0,-7.20145,True
-425.0,1300.0,-7.32095,True
-425.0,1325.0,-7.4403500000000005,True
-425.0,1350.0,-7.559749999999999,True
-425.0,1375.0,-7.6795,True
-425.0,1400.0,-7.799250000000001,True
-425.0,1425.0,-7.918699999999999,True
-425.0,1450.0,-8.03815,True
-425.0,1475.0,-8.15775,True
-425.0,1500.0,-8.27735,True
-400.0,75.0,-1.4133,True
-400.0,125.0,-1.64655,True
-400.0,175.0,-1.8823,True
-400.0,225.0,-2.1195000000000004,True
-400.0,275.0,-2.3569,True
-400.0,325.0,-2.5946999999999996,True
-400.0,375.0,-2.83305,True
-400.0,425.0,-3.07185,True
-400.0,475.0,-3.3108500000000003,True
-400.0,525.0,-3.54995,True
-400.0,575.0,-3.78905,True
-400.0,625.0,-4.02815,True
-400.0,675.0,-4.267250000000001,True
-400.0,725.0,-4.506349999999999,True
-400.0,775.0,-4.74545,True
-400.0,825.0,-4.9845500000000005,True
-400.0,875.0,-5.22365,True
-400.0,925.0,-5.46275,True
-400.0,975.0,-5.70185,True
-400.0,1025.0,-5.94095,True
-400.0,1075.0,-6.18005,True
-400.0,1125.0,-6.41915,True
-400.0,1175.0,-6.658250000000001,True
-400.0,1225.0,-6.8974,True
-400.0,1275.0,-7.1365,True
-400.0,1325.0,-7.3754,True
-400.0,1375.0,-7.6145499999999995,True
-400.0,1425.0,-7.85375,True
-400.0,1475.0,-8.0928,True
-375.0,50.0,-1.2306,True
-375.0,75.0,-1.346825,True
-375.0,100.0,-1.46305,True
-375.0,125.0,-1.5805,True
-375.0,150.0,-1.69795,True
-375.0,175.0,-1.81655,True
-375.0,200.0,-1.9351500000000001,True
-375.0,225.0,-2.053775,True
-375.0,250.0,-2.1724,True
-375.0,275.0,-2.291325,True
-375.0,300.0,-2.41025,True
-375.0,325.0,-2.529375,True
-375.0,350.0,-2.6485,True
-375.0,375.0,-2.767925,True
-375.0,400.0,-2.8873499999999996,True
-375.0,425.0,-3.00685,True
-375.0,450.0,-3.12635,True
-375.0,475.0,-3.2459,True
-375.0,500.0,-3.36545,True
-375.0,525.0,-3.485,True
-375.0,550.0,-3.60455,True
-375.0,575.0,-3.7241,True
-375.0,600.0,-3.8436500000000002,True
-375.0,625.0,-3.9632000000000005,True
-375.0,650.0,-4.082750000000001,True
-375.0,675.0,-4.202300000000001,True
-375.0,700.0,-4.3218499999999995,True
-375.0,725.0,-4.4414,True
-375.0,750.0,-4.56095,True
-375.0,775.0,-4.6805,True
-375.0,800.0,-4.800050000000001,True
-375.0,825.0,-4.9196,True
-375.0,850.0,-5.039149999999999,True
-375.0,875.0,-5.1587,True
-375.0,900.0,-5.27825,True
-375.0,925.0,-5.3978,True
-375.0,950.0,-5.51735,True
-375.0,975.0,-5.636900000000001,True
-375.0,1000.0,-5.756449999999999,True
-375.0,1025.0,-5.8759999999999994,True
-375.0,1050.0,-5.99555,True
-375.0,1075.0,-6.115075,True
-375.0,1100.0,-6.2346,True
-375.0,1125.0,-6.35415,True
-375.0,1150.0,-6.4737,True
-375.0,1175.0,-6.59325,True
-375.0,1200.0,-6.7128,True
-375.0,1225.0,-6.8323275,True
-375.0,1250.0,-6.951855,True
-375.0,1275.0,-7.0714275,True
-375.0,1300.0,-7.191000000000001,True
-375.0,1325.0,-7.3104249999999995,True
-375.0,1350.0,-7.42985,True
-375.0,1375.0,-7.5496,True
-375.0,1400.0,-7.66935,True
-375.0,1425.0,-7.788775,True
-375.0,1450.0,-7.908200000000001,True
-375.0,1475.0,-8.0278,True
-375.0,1500.0,-8.147400000000001,True
-350.0,75.0,-1.2803499999999999,True
-350.0,125.0,-1.51445,True
-350.0,175.0,-1.7508,True
-350.0,225.0,-1.9880499999999999,True
-350.0,275.0,-2.22575,True
-350.0,325.0,-2.4640500000000003,True
-350.0,375.0,-2.7028,True
-350.0,425.0,-2.9418499999999996,True
-350.0,475.0,-3.18095,True
-350.0,525.0,-3.42005,True
-350.0,575.0,-3.6591500000000003,True
-350.0,625.0,-3.89825,True
-350.0,675.0,-4.13735,True
-350.0,725.0,-4.37645,True
-350.0,775.0,-4.615550000000001,True
-350.0,825.0,-4.8546499999999995,True
-350.0,875.0,-5.09375,True
-350.0,925.0,-5.3328500000000005,True
-350.0,975.0,-5.571949999999999,True
-350.0,1025.0,-5.81105,True
-350.0,1075.0,-6.0501000000000005,True
-350.0,1125.0,-6.289149999999999,True
-350.0,1175.0,-6.52825,True
-350.0,1225.0,-6.7672550000000005,True
-350.0,1275.0,-7.006355,True
-350.0,1325.0,-7.24545,True
-350.0,1375.0,-7.48465,True
-350.0,1425.0,-7.723800000000001,True
-350.0,1475.0,-7.9628,True
-325.0,50.0,-1.0974,True
-325.0,75.0,-1.213875,True
-325.0,100.0,-1.3303500000000001,True
-325.0,125.0,-1.4484000000000001,True
-325.0,150.0,-1.5664500000000001,True
-325.0,175.0,-1.685025,True
-325.0,200.0,-1.8035999999999999,True
-325.0,225.0,-1.922425,True
-325.0,250.0,-2.04125,True
-325.0,275.0,-2.1604,True
-325.0,300.0,-2.2795500000000004,True
-325.0,325.0,-2.398925,True
-325.0,350.0,-2.5183,True
-325.0,375.0,-2.6378250000000003,True
-325.0,400.0,-2.7573499999999997,True
-325.0,425.0,-2.8769,True
-325.0,450.0,-2.9964500000000003,True
-325.0,475.0,-3.115975,True
-325.0,500.0,-3.2355,True
-325.0,525.0,-3.3550500000000003,True
-325.0,550.0,-3.4746,True
-325.0,575.0,-3.5941500000000004,True
-325.0,600.0,-3.7137000000000002,True
-325.0,625.0,-3.833275,True
-325.0,650.0,-3.95285,True
-325.0,675.0,-4.072375,True
-325.0,700.0,-4.1919,True
-325.0,725.0,-4.31145,True
-325.0,750.0,-4.431,True
-325.0,775.0,-4.55055,True
-325.0,800.0,-4.6701,True
-325.0,825.0,-4.789675,True
-325.0,850.0,-4.90925,True
-325.0,875.0,-5.028775,True
-325.0,900.0,-5.148300000000001,True
-325.0,925.0,-5.267850000000001,True
-325.0,950.0,-5.3873999999999995,True
-325.0,975.0,-5.506949999999999,True
-325.0,1000.0,-5.6265,True
-325.0,1025.0,-5.746049999999999,True
-325.0,1050.0,-5.865600000000001,True
-325.0,1075.0,-5.985125,True
-325.0,1100.0,-6.1046499999999995,True
-325.0,1125.0,-6.2242,True
-325.0,1150.0,-6.34375,True
-325.0,1175.0,-6.4633,True
-325.0,1200.0,-6.5828500000000005,True
-325.0,1225.0,-6.702402500000001,True
-325.0,1250.0,-6.821955,True
-325.0,1275.0,-6.9415025,True
-325.0,1300.0,-7.06105,True
-325.0,1325.0,-7.180475,True
-325.0,1350.0,-7.299899999999999,True
-325.0,1375.0,-7.41965,True
-325.0,1400.0,-7.5394000000000005,True
-325.0,1425.0,-7.658825,True
-325.0,1450.0,-7.77825,True
-325.0,1475.0,-7.89785,True
-325.0,1500.0,-8.01745,True
-300.0,75.0,-1.1474,True
-300.0,125.0,-1.38235,True
-300.0,175.0,-1.61925,True
-300.0,225.0,-1.8568,True
-300.0,275.0,-2.09505,True
-300.0,325.0,-2.3338,True
-300.0,375.0,-2.57285,True
-300.0,425.0,-2.8119500000000004,True
-300.0,475.0,-3.051,True
-300.0,525.0,-3.29005,True
-300.0,575.0,-3.52915,True
-300.0,625.0,-3.7683,True
-300.0,675.0,-4.0074000000000005,True
-300.0,725.0,-4.246449999999999,True
-300.0,775.0,-4.48555,True
-300.0,825.0,-4.7247,True
-300.0,875.0,-4.9638,True
-300.0,925.0,-5.20285,True
-300.0,975.0,-5.44195,True
-300.0,1025.0,-5.68105,True
-300.0,1075.0,-5.92015,True
-300.0,1125.0,-6.15925,True
-300.0,1175.0,-6.398350000000001,True
-300.0,1225.0,-6.63755,True
-300.0,1275.0,-6.87665,True
-300.0,1325.0,-7.1155,True
-300.0,1375.0,-7.3546499999999995,True
-300.0,1425.0,-7.59385,True
-300.0,1475.0,-7.8329,True
-275.0,50.0,-0.9642299999999999,True
-275.0,75.0,-1.081115,True
-275.0,100.0,-1.198,True
-275.0,125.0,-1.316475,True
-275.0,150.0,-1.43495,True
-275.0,175.0,-1.553625,True
-275.0,200.0,-1.6723,True
-275.0,225.0,-1.7914,True
-275.0,250.0,-1.9104999999999999,True
-275.0,275.0,-2.029875,True
-275.0,300.0,-2.1492500000000003,True
-275.0,325.0,-2.268775,True
-275.0,350.0,-2.3883,True
-275.0,375.0,-2.50785,True
-275.0,400.0,-2.6273999999999997,True
-275.0,425.0,-2.74695,True
-275.0,450.0,-2.8665000000000003,True
-275.0,475.0,-2.986025,True
-275.0,500.0,-3.10555,True
-275.0,525.0,-3.2251,True
-275.0,550.0,-3.34465,True
-275.0,575.0,-3.4642000000000004,True
-275.0,600.0,-3.58375,True
-275.0,625.0,-3.703325,True
-275.0,650.0,-3.8228999999999997,True
-275.0,675.0,-3.9431000000000003,True
-275.0,700.0,-4.0633,True
-275.0,725.0,-4.182175,True
-275.0,750.0,-4.30105,True
-275.0,775.0,-4.4206,True
-275.0,800.0,-4.540150000000001,True
-275.0,825.0,-4.659725,True
-275.0,850.0,-4.779299999999999,True
-275.0,875.0,-4.898825,True
-275.0,900.0,-5.01835,True
-275.0,925.0,-5.1379,True
-275.0,950.0,-5.25745,True
-275.0,975.0,-5.377,True
-275.0,1000.0,-5.49655,True
-275.0,1025.0,-5.6161,True
-275.0,1050.0,-5.73565,True
-275.0,1075.0,-5.8552,True
-275.0,1100.0,-5.97475,True
-275.0,1125.0,-6.0943000000000005,True
-275.0,1150.0,-6.213850000000001,True
-275.0,1175.0,-6.333400000000001,True
-275.0,1200.0,-6.4529499999999995,True
-275.0,1225.0,-6.5725750000000005,True
-275.0,1250.0,-6.6922,True
-275.0,1275.0,-6.811674999999999,True
-275.0,1300.0,-6.931150000000001,True
-275.0,1325.0,-7.05055,True
-275.0,1350.0,-7.16995,True
-275.0,1375.0,-7.2897,True
-275.0,1400.0,-7.40945,True
-275.0,1425.0,-7.5289,True
-275.0,1450.0,-7.648350000000001,True
-275.0,1475.0,-7.767950000000001,True
-275.0,1500.0,-7.88755,True
-250.0,75.0,-1.01483,True
-250.0,125.0,-1.2506,True
-250.0,175.0,-1.488,True
-250.0,225.0,-1.726,True
-250.0,275.0,-1.9647000000000001,True
-250.0,325.0,-2.2037500000000003,True
-250.0,375.0,-2.44285,True
-250.0,425.0,-2.6819499999999996,True
-250.0,475.0,-2.92105,True
-250.0,525.0,-3.16015,True
-250.0,575.0,-3.3992500000000003,True
-250.0,625.0,-3.63835,True
-250.0,675.0,-3.8788,True
-250.0,725.0,-4.117900000000001,True
-250.0,775.0,-4.355650000000001,True
-250.0,825.0,-4.5947499999999994,True
-250.0,875.0,-4.83385,True
-250.0,925.0,-5.0729500000000005,True
-250.0,975.0,-5.31205,True
-250.0,1025.0,-5.55115,True
-250.0,1075.0,-5.79025,True
-250.0,1125.0,-6.02935,True
-250.0,1175.0,-6.26845,True
-250.0,1225.0,-6.5076,True
-250.0,1275.0,-6.746700000000001,True
-250.0,1325.0,-6.9856,True
-250.0,1375.0,-7.22475,True
-250.0,1425.0,-7.4639500000000005,True
-250.0,1475.0,-7.703,True
-225.0,50.0,-0.83117,True
-225.0,75.0,-0.948685,True
-225.0,100.0,-1.0661999999999998,True
