lower_mfc_v,upper_mfc_v,deflection_mm,pitch_deg,cl,cd,is_synthetic
-500.0,575.0,-4.04895,8.0,0.11754581377452866,0.03796091188918815,True
-500.0,575.0,-4.04895,12.0,0.15035540384615384,0.05267300961538461,True
-500.0,575.0,-4.04895,16.0,0.1899188494099538,0.07328454976911235,True
-500.0,575.0,-4.04895,20.0,0.2278907692307692,0.09771923076923075,True
-500.0,700.0,-4.6467,-4.0,0.04734441878367976,0.02493217859892225,True
-500.0,700.0,-4.6467,0.0,0.07601641262509623,0.02519927636643572,True
-500.0,700.0,-4.6467,4.0,0.1058696766743649,0.031744957659738254,True
-500.0,700.0,-4.6467,8.0,0.1375625481139338,0.04251695150115474,True
-500.0,700.0,-4.6467,12.0,0.16991026163909195,0.05785609849942286,True
-500.0,700.0,-4.6467,16.0,0.20438036951501154,0.08239746728252502,True
-500.0,700.0,-4.6467,20.0,0.24207236335642804,0.10746027713625866,True
-500.0,725.0,-4.766249999999999,-4.0,0.05046526923076922,0.02628263461538461,True
-500.0,725.0,-4.766249999999999,0.0,0.07909928846153845,0.02580279615384615,True
-500.0,725.0,-4.766249999999999,4.0,0.10943189230769229,0.03293495,True
-500.0,725.0,-4.766249999999999,8.0,0.1414319429939932,0.04359542104746574,True
-500.0,725.0,-4.766249999999999,12.0,0.17382013081954598,0.05932804924971142,True
-500.0,725.0,-4.766249999999999,16.0,0.2071371346153846,0.08440166923076924,True
-500.0,725.0,-4.766249999999999,20.0,0.24478311538461536,0.1095348846153846,True
-500.0,950.0,-5.8421,-4.0,0.0638918645484258,0.025791734392453768,True
-500.0,950.0,-5.8421,0.0,0.09366145546315834,0.027894980431095114,True
-500.0,950.0,-5.8421,4.0,0.12399877539199869,0.036568842538579296,True
-500.0,950.0,-5.8421,8.0,0.155015758313376,0.04827161568057792,True
-500.0,950.0,-5.8421,12.0,0.18950422862107485,0.06582066401886559,True
-500.0,950.0,-5.8421,16.0,0.22319096065533078,0.09084904592280005,True
-500.0,950.0,-5.8421,20.0,0.26155058830830336,0.11815035538455174,True
-500.0,975.0,-5.961650000000001,-4.0,0.06519098345124323,0.025540674941045054,True
-500.0,975.0,-5.961650000000001,0.0,0.09509678747259112,0.02803811795126391,True
-500.0,975.0,-5.961650000000001,4.0,0.125373766083323,0.03685872816598404,True
-500.0,975.0,-5.961650000000001,8.0,0.1565252114169055,0.04879124115660948,True
-500.0,975.0,-5.961650000000001,12.0,0.1909761611021472,0.06644831264738738,True
-500.0,975.0,-5.961650000000001,16.0,0.2248587551197717,0.09139523377187539,True
-500.0,975.0,-5.961650000000001,20.0,0.26331334615861984,0.11896298477514378,True
-500.0,1000.0,-6.0812,-4.0,0.06649010235406065,0.02528961548963634,True
-500.0,1000.0,-6.0812,0.0,0.09653211948202392,0.028181255471432708,True
-500.0,1000.0,-6.0812,4.0,0.1267487567746473,0.03714861379338877,True
-500.0,1000.0,-6.0812,8.0,0.15803466452043502,0.04931086663264104,True
-500.0,1000.0,-6.0812,12.0,0.19244809358321957,0.06707596127590915,True
-500.0,1000.0,-6.0812,16.0,0.22652654958421248,0.09194142162095073,True
-500.0,1000.0,-6.0812,20.0,0.26507610400893633,0.11977561416573579,True
-500.0,1025.0,-6.2008,-4.0,0.06778976459393489,0.025038451036365893,True
-500.0,1025.0,-6.2008,0.0,0.0979680517976087,0.02832445285672914,True
-500.0,1025.0,-6.2008,4.0,0.12812432253526954,0.037438620661122836,True
-500.0,1025.0,-6.2008,8.0,0.15954474893015588,0.049830709434258574,True
-500.0,1025.0,-6.2008,12.0,0.19392064167804396,0.06770387240908526,True
-500.0,1025.0,-6.2008,16.0,0.22819504157875142,0.0924878379049274,True
-500.0,1025.0,-6.2008,20.0,0.2668395991063671,0.12058858342642009,True
-500.0,1050.0,-6.3204,-4.0,0.06908942683380911,0.024787286583095446,True
-500.0,1050.0,-6.3204,0.0,0.0994039841131935,0.02846765024202557,True
-500.0,1050.0,-6.3204,4.0,0.1294998882958918,0.037728627528856896,True
-500.0,1050.0,-6.3204,8.0,0.16105483333987675,0.050350552235876096,True
-500.0,1050.0,-6.3204,12.0,0.19539318977286832,0.06833178354226138,True
-500.0,1050.0,-6.3204,16.0,0.2298635335732903,0.09303425418890406,True
-500.0,1050.0,-6.3204,20.0,0.2686030942037979,0.12140155268710437,True
-500.0,1075.0,-6.4399,-4.0,0.07038800239956973,0.024536332133548465,True
-500.0,1075.0,-6.4399,0.0,0.10083871581647427,0.028610727897066732,True
-500.0,1075.0,-6.4399,4.0,0.13087430391791816,0.038018391915932315,True
-500.0,1075.0,-6.4399,8.0,0.16256365513721488,0.0508699603863217,True
-500.0,1075.0,-6.4399,12.0,0.19686450664018862,0.06895916966612883,True
-500.0,1075.0,-6.4399,16.0,0.23153063050763312,0.09358021360307807,True
-500.0,1075.0,-6.4399,20.0,0.2703651148070001,0.12221384220760415,True
-500.0,1100.0,-6.5594,-4.0,0.07168657796533036,0.02428537768400149,True
-500.0,1100.0,-6.5594,0.0,0.10227344751975508,0.028753805552107894,True
-500.0,1100.0,-6.5594,4.0,0.13224871953994458,0.03830815630300774,True
-500.0,1100.0,-6.5594,8.0,0.164072476934553,0.05138936853676731,True
-500.0,1100.0,-6.5594,12.0,0.19833582350750903,0.06958655578999628,True
-500.0,1100.0,-6.5594,16.0,0.23319772744197595,0.09412617301725208,True
-500.0,1100.0,-6.5594,20.0,0.27212713541020234,0.12302613172810394,True
-500.0,1125.0,-6.67895,-4.0,0.07298569686814779,0.024034318232592777,True
-500.0,1125.0,-6.67895,0.0,0.10370877952918786,0.028896943072276693,True
-500.0,1125.0,-6.67895,4.0,0.1336237102312689,0.03859804193041248,True
-500.0,1125.0,-6.67895,8.0,0.16558193003808255,0.05190899401279887,True
-500.0,1125.0,-6.67895,12.0,0.19980775598858136,0.07021420441851806,True
-500.0,1125.0,-6.67895,16.0,0.2348655219064168,0.09467236086632742,True
-500.0,1125.0,-6.67895,20.0,0.2738898932605188,0.12383876111869596,True
-500.0,1150.0,-6.7985,-4.0,0.07428481577096521,0.023783258781184063,True
-500.0,1150.0,-6.7985,0.0,0.10514411153862066,0.02904008059244549,True
-500.0,1150.0,-6.7985,4.0,0.1349987009225932,0.038887927557817226,True
-500.0,1150.0,-6.7985,8.0,0.16709138314161204,0.05242861948883043,True
-500.0,1150.0,-6.7985,12.0,0.20127968846965372,0.07084185304703983,True
-500.0,1150.0,-6.7985,16.0,0.23653331637085764,0.09521854871540275,True
-500.0,1150.0,-6.7985,20.0,0.27565265111083526,0.12465139050928797,True
-500.0,1175.0,-6.91805,-4.0,0.07558393467378263,0.02353219932977535,True
-500.0,1175.0,-6.91805,0.0,0.10657944354805346,0.02918321811261429,True
-500.0,1175.0,-6.91805,4.0,0.13637369161391752,0.03917781318522196,True
-500.0,1175.0,-6.91805,8.0,0.16860083624514152,0.052948244964862,True
-500.0,1175.0,-6.91805,12.0,0.20275162095072607,0.07146950167556163,True
-500.0,1175.0,-6.91805,16.0,0.23820111083529852,0.09576473656447809,True
-500.0,1175.0,-6.91805,20.0,0.2774154089611518,0.12546401989988,True
-500.0,1450.0,-8.233,-4.0,0.1037845573518091,0.02422378752886836,True
-500.0,1450.0,-8.233,0.0,0.12787003849114703,0.03184556735950731,True
-500.0,1450.0,-8.233,4.0,0.16078211903540285,0.04318991303232427,True
-500.0,1450.0,-8.233,8.0,0.20027541746825706,0.059824233551365916,True
-500.0,1450.0,-8.233,12.0,0.2292058429561201,0.08024990377213241,True
-500.0,1450.0,-8.233,16.0,0.2651563279445728,0.10612276212471132,True
-500.0,1450.0,-8.233,20.0,0.30358901462663584,0.13778661739799847,True
-500.0,1475.0,-8.3526,-4.0,0.10702897613548885,0.02438568129330254,True
-500.0,1475.0,-8.3526,0.0,0.12866704387990763,0.031977919938414166,True
-500.0,1475.0,-8.3526,4.0,0.1622855427251732,0.043831528611752664,True
-500.0,1475.0,-8.3526,8.0,0.2044051193225557,0.06069912240184759,True
-500.0,1475.0,-8.3526,12.0,0.23138237105465742,0.08077300615858353,True
-500.0,1475.0,-8.3526,16.0,0.26738545034642036,0.10699000384911472,True
-500.0,1475.0,-8.3526,20.0,0.30578237105465744,0.13889053348729793,True
-500.0,1500.0,-8.4722,-4.0,0.10992,0.0248,True
-500.0,1500.0,-8.4722,0.0,0.12991,0.032186,True
-500.0,1500.0,-8.4722,12.0,0.2335,0.081493,True
-500.0,1500.0,-8.4722,20.0,0.3079,0.139965,True
-475.0,50.0,-1.49715,0.0,0.019919,0.0358495,True
-475.0,50.0,-1.49715,4.0,0.049865,0.038334999999999994,True
-475.0,50.0,-1.49715,8.0,0.077887,0.04592,True
-475.0,50.0,-1.49715,12.0,0.10871,0.05343,True
-475.0,50.0,-1.49715,16.0,0.14293,0.073185,True
-475.0,50.0,-1.49715,20.0,0.21034999999999998,0.112675,True
-475.0,75.0,-1.612925,0.0,0.021543614030197444,0.037115404320557495,True
-475.0,75.0,-1.612925,4.0,0.05129066757259,0.03956496033681765,True
-475.0,75.0,-1.612925,8.0,0.07966375946573752,0.04733463585365854,True
-475.0,75.0,-1.612925,12.0,0.11067860650406502,0.0548470987456446,True
-475.0,75.0,-1.612925,16.0,0.1451377168408827,0.07497448514518003,True
-475.0,75.0,-1.612925,20.0,0.21295350917537748,0.11527519904761906,True
-475.0,100.0,-1.7287,0.0,0.023129664297328684,0.03625439331010453,True
-475.0,100.0,-1.7287,4.0,0.05308702225319395,0.03889182485481998,True
-475.0,100.0,-1.7287,8.0,0.08156187781649245,0.04675519609756097,True
-475.0,100.0,-1.7287,12.0,0.11265901788617885,0.05460409226480836,True
-475.0,100.0,-1.7287,16.0,0.14713964274099883,0.07463084450638793,True
-475.0,100.0,-1.7287,20.0,0.21331602880371658,0.11403585523809523,True
-475.0,125.0,-1.8455249999999999,0.0,0.02473009895470383,0.035385573519163764,True
-475.0,125.0,-1.8455249999999999,4.0,0.05489966864111498,0.03821258449477352,True
-475.0,125.0,-1.8455249999999999,8.0,0.08347721080139373,0.046170501219512196,True
-475.0,125.0,-1.8455249999999999,12.0,0.11465739024390242,0.0543588818815331,True
-475.0,125.0,-1.8455249999999999,16.0,0.14915972473867595,0.07428408728222996,True
-475.0,125.0,-1.8455249999999999,20.0,0.21368183623693376,0.11278527142857142,True
-475.0,550.0,-3.8644,-4.0,0.02767443725943033,0.01930991531947652,True
-475.0,550.0,-3.8644,0.0,0.05652780297588507,0.0223623412006157,True
-475.0,550.0,-3.8644,4.0,0.08507377290223249,0.02709234257120862,True
-475.0,550.0,-3.8644,8.0,0.11501792612543286,0.03722242785686804,True
-475.0,550.0,-3.8644,12.0,0.14860257120862203,0.051385056197074674,True
-475.0,550.0,-3.8644,16.0,0.18530273217034376,0.07067585171883016,True
-475.0,550.0,-3.8644,20.0,0.22330284834488068,0.09492170900692841,True
-475.0,575.0,-3.98395,-4.0,0.029600486538461545,0.019702057692307692,True
-475.0,575.0,-3.98395,0.0,0.05868632760389944,0.02266842355053874,True
-475.0,575.0,-3.98395,4.0,0.08704383461538462,0.028435217307692308,True
-475.0,575.0,-3.98395,8.0,0.11665547133512891,0.037700811850711814,True
-475.0,575.0,-3.98395,12.0,0.15010040384615386,0.05216550961538462,True
-475.0,575.0,-3.98395,16.0,0.1882930156490508,0.07236574525397639,True
-475.0,575.0,-3.98395,20.0,0.22629076923076924,0.09671923076923078,True
-475.0,700.0,-4.5817,-4.0,0.04550223085802232,0.024257829934590226,True
-475.0,700.0,-4.5817,0.0,0.07420535975375145,0.02494932204694113,True
-475.0,700.0,-4.5817,4.0,0.10381617853020392,0.03124068487879954,True
-475.0,700.0,-4.5817,8.0,0.13530180908391068,0.04199164742109315,True
-475.0,700.0,-4.5817,12.0,0.16773284834488067,0.057179096227867585,True
-475.0,700.0,-4.5817,16.0,0.20286220169361047,0.08133204772902232,True
-475.0,700.0,-4.5817,20.0,0.24057921478060046,0.10635142417244034,True
-475.0,725.0,-4.70125,-4.0,0.04877220939183988,0.025541089299461125,True
-475.0,725.0,-4.70125,0.0,0.07742320631254812,0.02545963818321786,True
-475.0,725.0,-4.70125,4.0,0.10749483833718246,0.032282478829869135,True
-475.0,725.0,-4.70125,8.0,0.13943127405696693,0.04303347575057737,True
-475.0,725.0,-4.70125,12.0,0.1716943131973836,0.058527741439015006,True
-475.0,725.0,-4.70125,16.0,0.20564018475750578,0.08330873364126251,True
-475.0,725.0,-4.70125,20.0,0.24331118167821403,0.10840513856812933,True
-475.0,950.0,-5.777150000000001,-4.0,0.06318606971163793,0.02592813181084771,True
-475.0,950.0,-5.777150000000001,0.0,0.09288165777170991,0.027817215630300776,True
-475.0,950.0,-5.777150000000001,4.0,0.12325176037400193,0.03641135135079228,True
-475.0,950.0,-5.777150000000001,8.0,0.15419569157080604,0.04798930974441522,True
-475.0,950.0,-5.777150000000001,12.0,0.18870454635720493,0.06547967047288072,True
-475.0,950.0,-5.777150000000001,16.0,0.22228486905796208,0.09055230898597494,True
-475.0,950.0,-5.777150000000001,20.0,0.2605929043068139,0.11770886413470688,True
-475.0,975.0,-5.8967,-4.0,0.06448518861445535,0.025677072359438995,True
-475.0,975.0,-5.8967,0.0,0.0943169897811427,0.02796035315046957,True
-475.0,975.0,-5.8967,4.0,0.12462675106532622,0.036701236978197015,True
-475.0,975.0,-5.8967,8.0,0.15570514467433555,0.04850893522044679,True
-475.0,975.0,-5.8967,12.0,0.19017647883827726,0.06610731910140251,True
-475.0,975.0,-5.8967,16.0,0.2239526635224029,0.09109849683505027,True
-475.0,975.0,-5.8967,20.0,0.26235566215713046,0.11852149352529892,True
-475.0,1000.0,-6.016249999999999,-4.0,0.06578430751727277,0.025426012908030284,True
-475.0,1000.0,-6.016249999999999,0.0,0.09575232179057547,0.028103490670638366,True
-475.0,1000.0,-6.016249999999999,4.0,0.12600174175665052,0.03699112260560175,True
-475.0,1000.0,-6.016249999999999,8.0,0.157214597777865,0.049028560696478346,True
-475.0,1000.0,-6.016249999999999,12.0,0.19164841131934962,0.0667349677299243,True
-475.0,1000.0,-6.016249999999999,16.0,0.22562045798684374,0.09164468468412561,True
-475.0,1000.0,-6.016249999999999,20.0,0.26411842000744695,0.11933412291589093,True
-475.0,1025.0,-6.135825,-4.0,0.06708369808861858,0.025174900955690707,True
-475.0,1025.0,-6.135825,0.0,0.09718795395308427,0.02824665812337098,True
-475.0,1025.0,-6.135825,4.0,0.1273770199826238,0.03728106885317116,True
-475.0,1025.0,-6.135825,8.0,0.15872436653449024,0.04954829483530289,True
-475.0,1025.0,-6.135825,12.0,0.193120651607298,0.06736274761077324,True
-475.0,1025.0,-6.135825,16.0,0.2272886012163336,0.0921909867506516,True
-475.0,1025.0,-6.135825,20.0,0.26588154648132056,0.1201469222415291,True
-475.0,1050.0,-6.2554,-4.0,0.06838308865996442,0.024923789003351123,True
-475.0,1050.0,-6.2554,0.0,0.09862358611559308,0.028389825576103596,True
-475.0,1050.0,-6.2554,4.0,0.1287522982085971,0.037571015100740554,True
-475.0,1050.0,-6.2554,8.0,0.16023413529111538,0.05006802897412744,True
-475.0,1050.0,-6.2554,12.0,0.19459289189524637,0.06799052749162218,True
